F1,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.75177,0.84781,0.85702,0.848,0.85642,0.84086,0.85786,6.8754,2.2644,18.801,0.82342
0.77761,0.86978,0.87534,0.85939,0.88152,0.87187,0.83667,6.8711,2.3084,18.862,0.83705
0.73686,0.92386,1.0404,1.1372,0.90685,0.84567,0.86071,6.8573,2.3077,18.8,0.76346
0.77537,0.85152,0.87224,0.85136,0.87091,0.86019,0.85132,6.9232,2.327,19.005,0.78172
0.73737,0.83473,0.89382,0.85824,0.87948,0.86941,0.85075,6.8929,2.3098,18.997,0.79065
0.73265,0.82766,0.86817,0.84922,0.85985,0.8428,0.85967,6.8725,2.2443,18.888,0.76152
0.7864,0.8391,0.86052,0.85288,0.86233,0.87557,0.83286,6.8357,2.2517,19.023,0.76314
0.76703,0.84033,0.89616,0.8509,0.86302,0.84482,0.85802,6.9039,2.3457,18.965,0.75994
0.74827,0.80254,0.88128,0.84362,0.86902,0.85414,0.86269,6.8568,2.309,18.839,0.76682
0.72624,0.81223,0.87903,0.86538,0.87608,0.82815,0.8443,6.8887,2.2556,18.945,0.75886
0.73471,0.85269,0.85593,0.85237,0.86645,0.8924,0.8651,6.9204,2.318,19.068,0.7714
0.7325,0.8516,0.85686,0.85179,0.8659,0.85018,0.8547,6.8597,2.2849,18.917,0.75152
0.7903,0.84674,0.85656,0.84837,0.86475,0.84496,0.86455,6.8939,2.2271,19.019,0.76034
0.73848,0.86129,0.85416,0.84893,0.86855,0.8583,0.84611,6.8038,2.284,19.05,0.76886
0.72445,0.85757,0.87096,0.84354,0.85349,0.84847,0.86387,6.8887,2.265,18.859,0.75823
0.7947,0.85947,0.85893,0.84158,0.86469,0.84524,0.85251,6.9051,2.2984,19.879,1.0162
0.8858,0.93178,0.94402,0.95935,0.89014,0.85749,0.85181,6.8097,2.2316,18.959,0.79084
0.75328,0.86085,0.86553,0.84596,0.85725,0.85441,0.86142,6.9148,2.3159,18.863,0.761
,,,,,,,,,,
0.76062,0.8520315,0.883647,0.869886,0.86856,0.853782,0.854674,6.873905,2.28264,18.987,0.7867955
F13,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.79138,0.8626,0.87037,0.85916,0.89636,0.86586,0.86291,6.8869,2.2799,18.91,0.76885
0.78523,0.86661,0.87275,0.85527,0.87347,0.84538,0.86353,7.0687,2.2939,18.91,0.78579
0.75038,0.80292,0.93543,0.83367,0.84655,0.84006,0.87313,6.8532,2.337,18.872,0.77578
0.77911,0.86832,0.86162,0.84422,0.87972,0.85939,0.86577,6.8622,2.2653,18.798,0.77727
0.78443,0.85853,0.88325,0.84924,0.87955,0.84597,0.88962,6.8909,2.2341,18.889,0.77567
0.75361,0.86637,0.85981,0.8436,0.87297,0.84324,0.85606,6.8546,2.2737,18.894,0.78606
0.78727,0.86776,0.87677,0.85503,0.86882,0.85358,0.84945,6.9503,2.2915,18.872,0.77047
0.73492,0.87153,0.86377,0.8569,0.88038,0.84778,0.93009,6.8646,2.2252,18.963,0.75433
0.73994,0.85199,0.86567,0.8622,0.91329,0.84808,0.86642,6.9477,2.2831,18.921,0.76939
0.74997,0.8567,0.86864,0.85186,0.8686,0.84643,0.85387,6.9771,2.3026,19.208,0.76721
0.76313,0.86888,0.87425,0.8602,0.87629,0.8496,0.86881,6.8844,2.3009,18.88,0.78299
0.74789,0.91491,0.89721,0.85125,0.8668,0.84848,0.88953,6.8356,2.3074,18.878,0.76338
0.75692,0.84922,0.85695,0.83992,0.88832,0.85153,0.85854,7.0511,2.2934,19.316,0.77919
0.80746,0.88448,0.87685,0.86579,0.8685,0.83715,0.86716,6.9262,2.3059,18.859,0.84466
0.73691,0.80514,0.89319,0.84419,0.86277,0.84111,0.85085,6.8719,2.3111,19.065,0.77286
0.75545,0.8633,0.87126,0.85484,0.87171,0.8547,0.89602,6.9224,2.2664,19.025,0.78146
0.7521,0.84653,0.87425,0.84849,0.86956,0.84396,0.87764,7.0987,2.284,19.001,0.76494
0.75329,0.86974,0.87411,0.85305,0.87522,0.84696,0.86025,6.8777,2.2875,19.156,0.76869
0.76637,0.86431,0.87019,0.83578,0.87242,0.84672,0.86034,6.8721,2.4243,19.018,0.78355
0.7937,0.8659,0.8594,0.84757,0.87433,0.84445,0.85803,6.9327,2.2942,18.816,0.78721
,,,,,,,,,,
0.764473,0.860287,0.875287,0.8506115,0.8752815,0.8480215,0.869901,6.92145,2.29307,18.96255,0.7779875
F14,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
1.2719,1.3095,1.3584,1.3291,1.2836,1.3045,1.3094,1.8195,3.1224,24.043,0.96073
1.2724,1.2877,1.324,1.3235,1.3059,1.352,1.3671,1.7717,3.139,23.953,0.96628
1.2694,1.2842,1.3363,1.3236,1.3413,1.2955,1.3264,1.8109,3.1704,24.188,0.95182
1.2767,1.2978,1.3576,1.359,1.3513,1.327,1.3128,1.8623,3.4835,23.949,0.98613
1.2284,1.2943,1.343,1.3288,1.3037,1.3029,1.4151,1.8728,3.1642,23.888,1.0671
1.1805,1.3103,1.3971,1.3572,1.3219,1.3789,1.3385,1.8372,3.139,24.089,1.031
1.2071,1.3218,1.3524,1.3368,1.374,1.3092,1.4128,1.9217,3.1375,24.063,0.96935
1.2211,1.3081,1.33,1.3105,1.3147,1.2979,1.3146,1.8515,3.2179,24.138,0.96271
1.2477,1.3062,1.3357,1.3276,1.3243,1.3236,1.309,1.8324,3.1437,24.302,1.0138
1.2699,1.3413,1.3467,1.316,1.3199,1.3373,1.3535,1.8574,3.1477,23.977,0.98399
1.2697,1.3025,1.3504,1.3239,1.311,1.3147,1.3278,1.8264,3.1873,24.372,1.0039
1.3066,1.2986,1.3393,1.3145,1.352,1.3244,1.3374,1.8167,3.1358,24.204,1.0096
1.2153,1.2904,1.3482,1.3343,1.332,1.3099,1.3001,1.8475,3.1002,23.938,0.97802
1.2783,1.304,1.3293,1.3277,1.3282,1.3137,1.3165,1.7976,3.1177,24.192,0.99919
1.1846,1.321,1.3303,1.3225,1.3445,1.3257,1.3213,1.8577,3.1329,23.948,0.97319
1.266,1.2962,1.3507,1.3346,1.2824,1.306,1.328,1.8197,3.1106,23.928,0.96681
1.2426,1.3081,1.3502,1.3355,1.2978,1.3137,1.3213,1.8172,3.1275,24.153,0.97076
1.2109,1.3134,1.3319,1.3318,1.327,1.3365,1.3233,1.7946,3.1254,24.057,1.0148
1.2808,1.2967,1.3466,1.313,1.3112,1.3142,1.3366,1.881,3.1,23.98,0.97904
1.2827,1.306,1.3316,1.3164,1.3206,1.316,1.3081,1.821,3.1197,23.954,0.97268
,,,,,,,,,,
1.24913,1.304905,1.344485,1.328315,1.322365,1.32018,1.33398,1.83584,3.15612,24.0658,0.988045
F15,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.14289,0.11016,0.13162,0.10921,0.12141,0.12354,0.12126,1.2554,1.2253,10.175,0.093295
0.11513,0.11163,0.12934,0.10988,0.11588,0.13265,0.12766,1.2556,1.2113,10.222,0.1054
0.1105,0.10586,0.12673,0.10736,0.11371,0.12862,0.12297,1.2508,1.2112,10.303,0.091693
0.11207,0.096188,0.13431,0.14137,0.16827,0.12731,0.125,1.2269,1.2054,10.305,0.096279
0.12244,0.11358,0.12998,0.10892,0.12008,0.12462,0.12251,1.2358,1.2261,11.676,0.098152
0.11029,0.10753,0.1274,0.10472,0.11422,0.11915,0.12623,1.2592,1.2316,10.341,0.090617
0.11987,0.10033,0.12487,0.11352,0.11213,0.12699,0.12354,1.3044,1.3906,10.414,0.097433
0.11728,0.11684,0.13907,0.11709,0.11791,0.12265,0.12212,1.2218,1.2163,10.326,0.099195
0.10782,0.096841,0.13751,0.12234,0.12329,0.11721,0.11551,1.1936,1.2714,10.24,0.083994
0.1131,0.11034,0.12726,0.10967,0.11631,0.12011,0.12493,1.2451,1.4581,10.445,0.096585
0.12298,0.11497,0.13905,0.11748,0.12224,0.12132,0.12624,1.2377,1.2079,10.259,0.083024
0.10583,0.10168,0.1341,0.10805,0.12014,0.12115,0.11924,1.2459,1.2213,10.533,0.092984
0.10414,0.09683,0.13732,0.12542,0.12443,0.11998,0.12472,1.2597,1.2122,10.245,0.10606
0.10789,0.10017,0.13149,0.12027,0.12342,0.12493,0.12984,1.2272,1.1997,10.193,0.096748
0.12147,0.11661,0.14056,0.11656,0.1221,0.12484,0.12778,1.2499,1.2092,10.237,0.097073
0.10425,0.09871,0.12173,0.11941,0.12475,0.12139,0.12555,1.253,1.2049,10.264,0.097214
0.12314,0.11362,0.13402,0.13057,0.15202,0.12747,0.13104,1.2567,1.225,10.282,0.089209
0.11077,0.1063,0.13082,0.1116,0.11522,0.12632,0.1221,1.2624,1.2119,10.671,0.091495
0.10862,0.10522,0.12841,0.111,0.11715,0.1199,0.12353,1.2563,1.2177,10.372,0.095009
0.088742,0.091076,0.10629,0.099108,0.74673,0.10596,0.09888,1.122,1.241,13.691,0.10271
,,,,,,,,,,
0.1134611,0.10572425,0.130594,0.1151774,0.1545705,0.1228055,0.1230325,1.24097,1.239905,10.5597,0.09520845
F16,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.13052,0.11964,0.13249,0.12365,0.15815,0.20149,0.19697,0.86275,1.3139,36488,0.16076
0.18318,0.17872,0.21428,0.18803,0.20438,0.2032,0.18959,1.2472,2.2034,17.438,0.10884
0.12415,0.17071,0.18264,0.14952,0.19319,0.20885,0.15188,0.83678,1.3092,12.085,0.12946
0.10797,0.10296,0.1758,0.16139,0.15602,0.16325,0.16164,0.85271,1.6268,13.547,0.17624
0.18893,0.1666,0.18515,0.1579,0.15948,0.16887,0.17264,0.8581,1.4573,13.452,0.10712
0.10824,0.14973,0.17607,0.17028,0.16455,0.17373,0.15861,0.86485,1.4393,13.409,0.11629
0.18196,0.16729,0.18394,0.14592,0.1615,0.17681,0.1344,0.86616,1.4286,13.206,0.096151
0.17531,0.19184,0.23522,0.25341,0.28656,0.19165,0.17748,1.0649,280.21,15.722,0.083941
0.12186,0.12117,0.13785,0.11936,0.11399,0.11966,0.097037,0.64748,1.1082,9.8385,0.080408
0.11936,0.10528,0.12872,0.10881,0.10193,0.10631,0.091051,0.54691,1.084,9.9755,0.08422
0.11406,0.11103,0.12887,0.12,0.11255,0.12461,0.1022,0.6004,1.1104,9.6153,0.082938
0.10862,0.10787,0.12417,0.10654,0.10351,0.10891,0.095416,0.55511,1.0629,9.6636,0.085121
0.10988,0.10796,0.12756,0.1213,0.10549,0.1099,0.08862,0.56967,1.0753,9.6164,0.078157
0.10413,0.10401,0.12432,0.10633,0.10374,0.10892,0.095268,0.55305,1.0724,9.6711,0.083482
0.10931,0.10466,0.12907,0.1086,0.10269,0.10855,0.09249,0.55604,1.0682,9.652,0.077822
0.11022,0.10701,0.13336,0.12577,0.10601,0.10959,0.089574,0.56397,1.0565,9.598,0.082572
0.10726,0.10299,0.12291,0.11,0.10448,0.10907,0.09874,0.5667,1.0649,9.811,0.081743
0.1125,0.10526,0.12632,0.11352,0.1105,0.12611,0.11303,0.71088,1.1779,10.13,0.090786
0.11529,0.11052,0.13098,0.12196,0.12092,0.13119,0.11114,0.72582,1.2053,10.084,0.088173
0.10847,0.10521,0.12871,0.11912,0.11244,0.11742,0.1045,0.71374,1.2543,10.063,0.083552
,,,,,,,,,,
0.127061,0.127023,0.1514215,0.1365705,0.139104,0.1434045,0.1261138,0.738161,15.21644,1835.22887,0.0988888
F17,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.13851,0.13715,0.16834,0.16357,0.1848,0.1931,0.22435,0.92814,1.1563,11.12,0.13233
0.15233,0.14596,0.20028,0.16874,0.18729,0.28305,0.33422,2.2168,3.6212,11.891,0.072322
0.10067,0.099382,0.13551,0.14034,0.13646,0.12072,0.11916,0.70711,1.0771,9.9309,0.072272
0.10813,0.10002,0.13059,0.10411,0.10267,0.10405,0.12096,0.71119,1.0972,10.433,0.07577
0.10483,0.10906,0.12337,0.10064,0.1023,0.10245,0.11761,0.75455,1.0584,10.04,0.069563
0.090775,0.10748,0.14184,0.12033,0.11542,0.11102,0.11669,0.88897,1.0286,9.9985,0.11541
0.1496,0.13538,0.14882,0.11354,0.13604,0.14523,0.14013,0.93031,1.113,10.641,0.074
0.10711,0.10822,0.12558,0.10927,0.11041,0.10619,0.1101,0.72254,1.0799,9.867,0.076422
0.095279,0.092795,0.11382,0.095947,0.098209,0.09657,0.10115,0.71002,1.0816,10.279,0.072194
0.10973,0.099766,0.12005,0.094572,0.10345,0.1044,0.1092,0.75862,1.0668,10.017,0.083642
0.10497,0.097426,0.12694,0.10354,0.10873,0.11207,0.11258,0.73919,1.1295,9.8964,0.082819
0.10825,0.10239,0.12495,0.11939,0.10041,0.10175,0.10359,0.71499,1.0341,9.9252,0.089417
0.11213,0.10479,0.1192,0.09672,0.10174,0.10247,0.10241,0.72308,1.0682,9.8772,0.068377
0.094298,0.093169,0.11943,0.1122,0.11671,0.10828,0.10304,0.68992,1.0418,9.916,0.069399
0.10344,0.099916,0.1348,0.10893,0.10974,0.10333,0.10429,0.70545,1.0352,9.8736,0.073397
0.1058,0.10571,0.12638,0.10336,0.10111,0.10454,0.10585,0.7115,1.0223,9.9068,0.070091
0.094934,0.10037,0.12329,0.10611,0.10295,0.095849,0.093499,0.68253,1.0748,9.9991,0.068206
0.094125,0.093095,0.11193,0.10541,0.12047,0.11103,0.10244,0.68186,1.0623,10.465,0.091967
0.09844,0.099485,0.11563,0.10785,0.11243,0.10996,0.11077,0.72667,1.0242,9.9302,0.073413
0.095737,0.09202,0.12113,0.097253,0.10182,0.10679,0.10784,0.72454,1.0198,9.9024,0.06305
,,,,,,,,,,
0.1084544,0.1061792,0.131594,0.1135911,0.11765795,0.12114245,0.12699395,0.821399,1.194615,10.195465,0.07970305
F18,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.093684,0.09142,0.1175,0.096205,0.10281,0.10288,0.10883,0.71961,1.2369,9.8712,0.070797
0.091578,0.095264,0.12651,0.13675,0.10071,0.093589,0.099199,0.7082,1.1848,9.845,0.066024
0.095871,0.090534,0.11615,0.096446,0.10233,0.10403,0.10556,0.72099,1.2213,9.8007,0.063563
0.094352,0.087087,0.11762,0.094834,0.092715,0.095207,0.10108,0.71229,1.195,9.9849,0.068707
0.094124,0.098941,0.12087,0.10426,0.10869,0.1018,0.10564,0.70997,1.2346,9.894,0.071886
0.092171,0.089994,0.11622,0.10113,0.097407,0.10142,0.099906,0.72854,1.1738,10.229,0.071753
0.096172,0.095664,0.12068,0.10765,0.099305,0.10149,0.10999,0.72619,1.3019,10.229,0.069299
0.10578,0.10573,0.12812,0.10232,0.10295,0.10254,0.10761,0.70562,1.2796,9.8634,0.065015
0.11068,0.090018,0.10705,0.091462,0.093238,0.091255,0.10195,0.71204,1.2608,10.421,0.059177
0.089046,0.085488,0.10827,0.10157,0.11664,0.11003,0.10173,0.66693,1.2046,9.859,0.069707
0.094269,0.091758,0.11652,0.095911,0.09977,0.099645,0.1033,0.7252,1.1604,9.8868,0.06884
0.092351,0.084911,0.11304,0.1016,0.11456,0.098808,0.10692,0.72666,1.178,9.8709,0.062166
0.09105,0.087849,0.10451,0.089613,0.09325,0.095648,0.10147,0.70603,1.17,9.86,0.06892
0.091651,0.086116,0.10816,0.095234,0.097876,0.10044,0.10927,0.71376,1.2171,9.8295,0.070045
0.093788,0.09061,0.11239,0.096835,0.096987,0.10404,0.10459,0.73617,1.1838,9.837,0.070152
0.089112,0.090064,0.11284,0.095096,0.098313,0.094007,0.10204,0.71872,1.2099,9.8628,0.065283
0.093484,0.095307,0.11775,0.097341,0.098397,0.094786,0.10286,0.71886,1.2052,9.7824,0.070272
0.09313,0.092723,0.11412,0.10001,0.095615,0.095175,0.098594,0.72099,1.2049,9.8571,0.065438
0.09541,0.094791,0.11752,0.097973,0.097939,0.097977,0.1003,0.71256,1.1674,9.8219,0.073736
0.098148,0.093307,0.11541,0.095608,0.095302,0.094988,0.10109,0.71504,1.2214,9.7952,0.066744
,,,,,,,,,,
0.09479255,0.0918788,0.1155625,0.0998924,0.1002402,0.09898775,0.10359645,0.7152185,1.21057,9.92004,0.0678762
F19,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.17589,0.13996,0.16059,0.14399,0.14496,0.14863,0.14283,1.0194,1.1672,10.406,0.10608
0.13763,0.13199,0.14678,0.13539,0.14109,0.14827,0.14312,0.99765,1.0774,10.648,0.112
0.12691,0.12217,0.14966,0.12564,0.14099,0.1462,0.1437,1.005,1.1213,10.485,0.11178
0.12556,0.12116,0.14879,0.13535,0.13895,0.14935,0.141,1.0097,1.1513,10.419,0.10282
0.12567,0.12698,0.14472,0.12814,0.1302,0.14514,0.13528,0.99478,1.1283,10.505,0.10486
0.12896,0.12603,0.14706,0.14117,0.14139,0.14717,0.14196,0.99559,1.3254,12.053,0.1055
0.14062,0.13636,0.16897,0.12902,0.1345,0.14821,0.13768,1.0001,1.0864,10.529,0.10872
0.12236,0.11894,0.14432,0.13307,0.1397,0.15045,0.13984,1.0008,1.0906,10.468,0.10021
0.12815,0.12833,0.14886,0.13756,0.14172,0.14969,0.14096,1.0209,1.0807,10.697,0.11224
0.13255,0.12824,0.14974,0.13264,0.14434,0.15344,0.13909,1.0189,1.1008,10.884,0.12652
0.13332,0.13092,0.14807,0.15323,0.14477,0.15112,0.14225,1.0074,1.0943,11.251,0.10065
0.13429,0.13665,0.15937,0.13779,0.14122,0.16746,0.14008,1.0172,1.138,10.498,0.126
0.13584,0.12949,0.14961,0.13799,0.14228,0.14811,0.14107,1.0056,1.1443,10.502,0.10155
0.13342,0.13071,0.14835,0.14234,0.13916,0.14613,0.14614,1.0115,1.1445,10.546,0.10285
0.14391,0.13691,0.16055,0.13688,0.13668,0.14968,0.13771,1.003,1.0944,10.542,0.10839
0.12639,0.12596,0.14091,0.1346,0.13519,0.14464,0.13742,0.99476,1.1563,10.486,0.12351
0.13252,0.1317,0.15453,0.14254,0.14326,0.15613,0.1514,1.1335,1.1226,10.483,0.10169
0.13044,0.13007,0.14985,0.1307,0.1362,0.14857,0.13589,0.99476,1.0844,10.457,0.10229
0.1247,0.1221,0.147,0.13258,0.13502,0.14323,0.13758,0.994,1.1473,10.397,0.10219
0.1331,0.12924,0.15354,0.13501,0.14949,0.154,0.13989,1.0006,1.0796,10.485,0.10124
,,,,,,,,,,
0.1336115,0.1291955,0.1510635,0.1362815,0.1400555,0.149781,0.1407445,1.011257,1.126755,10.63705,0.1080545
F20,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.14718,0.14026,0.15802,0.13074,0.13962,0.15018,0.14219,1.6893,1.0911,10.475,0.12399
0.14262,0.13171,0.15359,0.13082,0.14014,0.15201,0.15355,1.6611,1.1055,10.468,0.12697
0.14098,0.13439,0.15321,0.13319,0.14777,0.15665,0.14326,1.6635,1.0486,11.03,0.13199
0.12867,0.16227,0.16714,0.14517,0.15571,0.18658,0.14974,1.7707,1.0624,10.752,0.12278
0.1425,0.13755,0.1592,0.13913,0.14598,0.15599,0.14957,1.7047,1.1276,10.657,0.15273
0.13373,0.12959,0.15514,0.1328,0.1367,0.14544,0.14157,1.6806,1.0895,10.579,0.12901
0.14976,0.14346,0.16246,0.13635,0.14741,0.15975,0.14282,1.6432,1.1117,10.528,0.12079
0.12653,0.12382,0.18073,0.14243,0.15063,0.14659,0.13371,1.6242,1.0492,10.568,0.1282
0.15061,0.14116,0.16091,0.14224,0.14356,0.15356,0.14187,1.6423,1.0965,10.454,0.14662
0.12986,0.13038,0.15586,0.13883,0.14325,0.1588,0.15769,1.6504,1.1194,10.435,0.12751
0.13737,0.13242,0.1579,0.13245,0.14393,0.14965,0.14444,1.6585,1.109,10.501,0.13111
0.12913,0.12324,0.14926,0.13367,0.14465,0.15493,0.14293,1.6455,1.0991,10.507,0.12568
0.14068,0.1364,0.16301,0.13795,0.15472,0.1547,0.14171,1.6493,1.0632,10.603,0.12301
0.14118,0.13673,0.15996,0.13427,0.14294,0.15163,0.14583,1.6659,1.122,10.59,0.1271
0.15108,0.14394,0.16809,0.14243,0.14714,0.15343,0.14331,1.6787,1.0417,10.673,0.12425
0.12382,0.13107,0.15538,0.13362,0.13356,0.14574,0.14196,1.6518,1.1068,10.598,0.12598
0.12882,0.12439,0.14531,0.1314,0.13921,0.15288,0.14056,1.6588,1.0655,10.673,0.12636
0.13182,0.12787,0.14764,0.12912,0.14299,0.15081,0.14238,1.6726,1.0567,10.593,0.13079
0.14334,0.13636,0.15846,0.13612,0.14116,0.1564,0.14106,1.6568,1.0594,10.632,0.11334
0.14509,0.13542,0.15817,0.13216,0.14293,0.15421,0.14486,1.6477,1.0572,10.603,0.13582
,,,,,,,,,,
0.1382385,0.1351215,0.158472,0.1357445,0.1442,0.1544965,0.1442505,1.66578,1.084105,10.59595,0.1287015
F21,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.36194,0.37047,0.42251,0.40557,0.38323,0.40467,0.39979,1.4659,1.5118,13.426,0.27883
0.36705,0.36287,0.42808,0.41175,0.40059,0.40466,0.41471,1.4769,1.5117,13.504,0.29591
0.36842,0.37159,0.43454,0.40903,0.38823,0.40588,0.40811,1.4741,1.5081,13.524,0.33266
0.34617,0.37809,0.43689,0.39723,0.40347,0.40909,0.40742,1.4793,1.4915,13.415,0.29229
0.3654,0.35826,0.42415,0.41849,0.39272,0.39829,0.39826,1.4872,1.5136,13.413,0.28084
0.33503,0.3527,0.4216,0.42101,0.39631,0.40126,0.41128,1.472,1.5121,13.386,0.29217
0.3604,0.36713,0.43871,0.41137,0.38993,0.40727,0.40168,1.4698,1.535,13.44,0.28401
0.3841,0.36477,0.40755,0.4264,0.38115,0.40086,0.39966,1.4699,1.496,13.546,0.29506
0.36896,0.39767,0.43633,0.4173,0.39514,0.41464,0.40756,1.4905,1.5164,13.529,0.30546
0.35361,0.35441,0.42485,0.41459,0.38835,0.41348,0.40723,1.5066,1.5433,13.88,0.34701
0.43327,0.38882,0.45551,0.39598,0.391,0.41886,0.41962,1.4835,1.5143,13.479,0.28422
0.36104,0.36463,0.42919,0.41416,0.3913,0.41041,0.42384,1.4886,1.4995,13.421,0.29463
0.33692,0.35081,0.41605,0.4269,0.39102,0.4042,0.39976,1.4687,1.4918,15.55,0.36618
0.72275,0.8034,1.1063,0.99004,0.73906,0.7689,0.57381,1.8129,1.7575,14.702,0.33038
0.38442,0.37425,0.4429,0.42054,0.38996,0.40951,0.39878,1.4732,1.495,13.432,0.33193
0.32859,0.36584,0.43806,0.39292,0.40218,0.40685,0.40732,1.4978,1.5185,13.543,0.29836
0.34028,0.35561,0.42004,0.42861,0.38413,0.39938,0.40465,1.4806,1.4873,13.474,0.29628
0.33127,0.35184,0.40834,0.44171,0.39215,0.40934,0.40374,1.4875,1.463,13.652,0.29118
0.34007,0.35566,0.40724,0.43277,0.38524,0.40324,0.41161,1.4848,1.504,13.505,0.2933
0.33459,0.34846,0.42015,0.42205,0.38254,0.40702,0.39938,1.4534,1.5186,13.426,0.33367
,,,,,,,,,,
0.376214,0.386864,0.4609495,0.444921,0.408385,0.4248905,0.4149105,1.49616,1.51945,13.66235,0.3062185
F22,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.43627,0.51898,0.51891,0.52992,0.50547,0.52443,0.5067,1.5589,1.7028,14.709,0.37337
0.46969,0.49159,0.54706,0.51778,0.52696,0.54938,0.51955,1.6078,1.6962,15.239,0.40608
0.43656,0.49351,0.55508,0.50951,0.50878,0.50166,0.5106,1.5581,1.7048,14.69,0.36676
0.47389,0.49127,0.54542,0.49837,0.51084,0.52379,0.50151,1.5597,1.695,14.641,0.37887
0.44773,0.47988,0.53913,0.50474,0.51607,0.5246,0.52084,1.5589,1.761,14.679,0.35782
0.4458,0.47803,0.56183,0.50155,0.50061,0.51288,0.51698,1.5599,1.6803,14.67,0.36113
0.43891,0.46988,0.54134,0.50562,0.49985,0.52071,0.5096,1.5858,1.6447,14.663,0.36458
0.43771,0.47908,0.5572,0.51052,0.50665,0.52797,0.51368,1.5838,1.695,14.68,0.37357
0.46945,0.49328,0.53459,0.56641,0.52533,0.51212,0.51446,1.5644,1.7271,14.711,0.36776
0.43031,0.5118,0.5007,0.49775,0.50948,0.52023,0.51277,1.5564,1.7226,14.674,0.36922
0.46706,0.48412,0.56105,0.49968,0.52092,0.51696,0.54519,1.5676,1.6892,14.761,0.37015
0.40652,0.503,0.52806,0.5186,0.5424,0.49709,0.50704,1.5606,1.7005,14.85,0.37789
0.42314,0.48157,0.54375,0.5214,0.50395,0.55169,0.54634,1.5866,1.7067,14.689,0.39598
0.42097,0.51546,0.5043,0.52548,0.51682,0.5183,0.51399,1.5547,1.6903,14.665,0.35811
0.47361,0.48688,0.5591,0.50165,0.51969,0.51797,0.51354,1.5553,1.6794,14.662,0.35255
0.45642,0.47429,0.55463,0.49478,0.49406,0.53541,0.48927,1.5637,1.6493,14.676,0.3566
0.4292,0.47807,0.55892,0.51216,0.5293,0.51509,0.5144,1.5697,1.6987,14.817,0.35861
0.46655,0.488,0.55702,0.49848,0.52,0.51758,0.53784,1.6236,1.6967,14.77,0.40976
0.42365,0.51705,0.50667,0.50538,0.51298,0.51392,0.53081,1.5554,1.6633,14.623,0.37155
0.47744,0.48593,0.55334,0.50532,0.5192,0.519,0.5139,1.5628,1.703,14.623,0.42
,,,,,,,,,,
0.446544,0.4910835,0.541405,0.511255,0.514468,0.521039,0.5169505,1.569685,1.69533,14.7246,0.374518
F23,,,,,,,,,,
WOA,EWOA-2,EWOA-2a,EWOA-3,EWOA-3a,EWOA-4,EWOA-4a,CA,ABC,DE,GWO
0.57086,0.65813,0.68456,0.67559,0.65698,0.67383,0.6611,1.6803,1.9333,16.417,0.46723
0.58562,0.66496,0.68004,0.65741,0.6671,0.67521,0.67336,1.6855,1.947,16.462,0.49581
0.55252,0.64971,0.68473,0.66885,0.65887,0.70997,0.64976,1.6588,1.9531,16.394,0.48459
0.60734,0.68046,0.66894,0.67684,0.67083,0.67215,0.66224,1.7113,1.9356,16.686,0.50131
0.55435,0.64868,0.78681,0.68417,0.66829,0.66604,0.69385,1.6966,1.9563,17.271,0.50414
0.55595,0.6601,0.66556,0.67333,0.67079,0.69737,0.65885,1.6887,1.9328,16.587,0.46753
0.57421,0.66097,0.66503,0.67001,0.66614,0.67061,0.66465,1.7055,2.0242,16.443,0.48371
0.57553,0.66648,0.67296,0.666,0.6766,0.68468,0.66478,1.6858,1.9566,16.431,0.49736
0.55213,0.6673,0.67275,0.67262,0.67476,0.66828,0.66949,1.6797,1.9488,16.436,0.50476
0.57186,0.65844,0.67316,0.66659,0.67408,0.66219,0.66279,1.7023,1.9457,16.589,0.47249
