0.57138,5.2002e-07,1.0768e-07,5.2002e-07,5.2002e-07
-0.56603,-5.0188,-5.3133,5.0188,-5.0188
0,1,1,1,1
97,97,97,97,97
0.58441,5.886e-06,2.5543e-06,3.8276e-05,3.8276e-05
0.54696,-4.5304,-4.7037,4.1176,-4.1176
0,1,1,1,1
97,97,97,97,97
0.62765,3.8276e-05,1.91e-05,4.5745e-05,5.886e-06
-0.48504,-4.1176,-4.2752,4.0764,4.5304
0,1,1,1,1
97,97,97,97,97
0.89328,0.011459,2.5543e-06,3.8276e-05,3.8276e-05
0.13416,2.5284,-4.7037,4.1176,4.1176
0,1,1,1,1
97,97,97,97,97
0.73344,0.0016463,2.5543e-06,3.8276e-05,0.096612
0.34056,-3.1476,-4.7037,4.1176,1.6615
0,1,1,1,0
97,97,97,97,97
0.51559,3.8276e-05,2.5543e-06,2.4744e-07,0.41492
0.65015,4.1176,-4.7037,5.1596,-0.81527
0,1,1,1,0
97,97,97,97,97
0.76473,3.8276e-05,5.886e-06,0.01018,0.65722
0.29928,-4.1176,-4.5304,-2.5697,0.44376
0,1,1,1,0
97,97,97,97,97
0.78052,3.8276e-05,2.1048e-09,1.91e-05,3.8276e-05
-0.27864,4.1176,-5.9895,4.2752,-4.1176
0,1,1,1,1
97,97,97,97,97
0.58877,3.4291e-08,8.1359e-09,0.58877,0.0010944
0.54062,-5.518,-5.7656,0.54062,-3.2651
0,1,1,0,1
97,97,97,97,97
0.14248,3.5391e-05,1.7442e-05,0.010302,3.1131e-05
1.4666,-4.1357,-4.2953,-2.5655,-4.165
0,1,1,1,1
97,97,97,97,97
0.51492,0.0010166,3.6765e-08,0.10249,0.3999
0.6512,-3.2859,-5.5057,1.6329,0.84179
0,1,1,0,0
97,97,97,97,97
0.68733,3.8276e-05,2.5543e-06,1.91e-05,0.025129
-0.40248,-4.1176,-4.7037,4.2752,-2.2394
0,1,1,1,1
97,97,97,97,97
0.32689,0.012151,2.5543e-06,1.91e-05,0.00099459
-0.98039,2.5077,-4.7037,4.2752,-3.2921
0,1,1,1,1
97,97,97,97,97
0.26064,0.00011975,2.5543e-06,1.91e-05,0.0042549
-1.1249,3.8466,-4.7037,4.2752,-2.8586
0,1,1,1,1
97,97,97,97,97
0.84455,0.22727,1.91e-05,3.763e-05,0.00021152
0.19608,-1.2074,-4.2752,4.1216,3.7048
0,0,1,1,1
97,97,97,97,97
0.20432,2.123e-05,2.1048e-09,1.91e-05,3.8276e-05
1.2693,4.2515,-5.9895,4.2752,-4.1176
0,1,1,1,1
97,97,97,97,97
0.64236,1.91e-05,1.91e-05,1.91e-05,0.00014007
0.4644,4.2752,4.2752,4.2752,-3.808
0,1,1,1,1
97,97,97,97,97
0.52901,3.3058e-05,2.5543e-06,3.5654e-05,0.0055023
-0.62951,4.1513,-4.7037,4.134,-2.7761
0,1,1,1,1
97,97,97,97,97
0.43893,1.91e-05,1.91e-05,1.91e-05,0.026502
-0.77399,4.2752,4.2752,4.2752,2.2188
0,1,1,1,1
97,97,97,97,97
0.79641,0.1593,3.1898e-05,2.9978e-05,0.74903
-0.258,1.4074,4.1595,4.1736,0.31992
0,0,1,1,0
97,97,97,97,97
0.99177,0.62686,3.1865e-05,1.91e-05,0.0066449
0.01032,-0.48615,4.1597,4.2752,-2.7141
0,0,1,1,1
97,97,97,97,97
0.4032,0.78031,2.9978e-05,1.91e-05,0.15741
-0.83591,-0.27892,4.1736,4.2752,-1.4138
0,0,1,1,0
97,97,97,97,97
0.26949,0.068125,2.123e-05,2.9978e-05,0.14564
1.1042,1.8242,4.2515,4.1736,-1.4551
0,0,1,1,0
97,97,97,97,97
