5.2002e-07,3.1348e-05,1.0768e-07,5.2002e-07,5.2002e-07
5.0188,-4.1634,-5.3133,5.0188,5.0188
1,1,1,1,1
97,97,97,97,97
3.8276e-05,5.886e-06,2.5543e-06,3.8276e-05,0.94241
4.1176,-4.5304,-4.7037,4.1176,-0.072239
1,1,1,1,0
97,97,97,97,97
0.94241,3.8276e-05,1.91e-05,0.00043303,5.886e-06
-0.072239,-4.1176,-4.2752,3.5191,4.5304
0,1,1,1,1
97,97,97,97,97
0.65722,0.89328,2.5543e-06,3.8276e-05,3.8276e-05
-0.44376,0.13416,-4.7037,4.1176,4.1176
0,0,1,1,1
97,97,97,97,97
0.73344,0.0011509,2.5543e-06,3.8276e-05,0.11435
-0.34056,-3.2508,-4.7037,4.1176,1.5789
0,1,1,1,0
97,97,97,97,97
3.8276e-05,3.8276e-05,2.5543e-06,2.4744e-07,0.058953
4.1176,4.1176,-4.7037,5.1596,1.8885
1,1,1,1,0
97,97,97,97,97
3.8276e-05,0.00040054,5.886e-06,3.8276e-05,3.8276e-05
4.1176,-3.5397,-4.5304,4.1176,4.1176
1,1,1,1,1
97,97,97,97,97
0.86074,3.8276e-05,2.1048e-09,1.91e-05,3.8276e-05
0.17544,4.1176,-5.9895,4.2752,-4.1176
0,1,1,1,1
97,97,97,97,97
2.4744e-07,5.886e-06,2.5543e-06,2.4744e-07,0.01987
5.1596,-4.5304,-4.7037,5.1596,2.3288
1,1,1,1,1
97,97,97,97,97
3.3693e-05,3.8276e-05,1.91e-05,2.3292e-05,3.3743e-05
4.147,-4.1176,-4.2752,4.2307,4.1466
1,1,1,1,1
97,97,97,97,97
3.2541e-05,0.00021152,2.5543e-06,2.4744e-07,3.2541e-05
4.1549,-3.7048,-4.7037,5.1596,4.1549
1,1,1,1,1
97,97,97,97,97
5.9585e-05,3.8276e-05,2.5543e-06,1.91e-05,0.0016463
4.0144,-4.1176,-4.7037,4.2752,3.1476
1,1,1,1,1
97,97,97,97,97
3.8276e-05,0.00099459,2.5543e-06,1.91e-05,0.01713
4.1176,3.2921,-4.7037,4.2752,2.3839
1,1,1,1,1
97,97,97,97,97
0.01018,0.0001306,2.5543e-06,1.91e-05,0.12413
2.5697,3.8253,-4.7037,4.2752,1.5377
1,1,1,1,0
97,97,97,97,97
0.026502,0.39169,1.91e-05,3.763e-05,0.00021152
2.2188,0.85655,-4.2752,4.1216,3.7048
1,0,1,1,1
97,97,97,97,97
0.00012883,2.123e-05,2.1048e-09,1.91e-05,0.00010885
3.8287,4.2515,-5.9895,4.2752,-3.87
1,1,1,1,1
97,97,97,97,97
0.0045401,1.91e-05,1.91e-05,1.91e-05,0.2878
2.838,4.2752,4.2752,4.2752,1.063
1,1,1,1,0
97,97,97,97,97
0.64236,3.3058e-05,2.5543e-06,3.5654e-05,0.026502
-0.4644,4.1513,-4.7037,4.134,-2.2188
0,1,1,1,1
97,97,97,97,97
0.0051628,1.91e-05,1.91e-05,1.91e-05,0.081148
-2.7967,4.2752,4.2752,4.2752,1.7441
1,1,1,1,0
97,97,97,97,97
0.34767,0.097393,3.1898e-05,2.9978e-05,0.54261
-0.93911,1.6576,4.1595,4.1736,-0.60887
0,0,1,1,0
97,97,97,97,97
0.03438,0.41385,3.1865e-05,1.91e-05,0.00015223
-2.1156,-0.81714,4.1597,4.2752,-3.7874
1,0,1,1,1
97,97,97,97,97
0.056238,0.78031,2.9978e-05,1.91e-05,0.025129
-1.9092,-0.27892,4.1736,4.2752,-2.2394
0,0,1,1,1
97,97,97,97,97
0.18998,0.085443,2.123e-05,2.9978e-05,0.00063574
-1.3106,1.7199,4.2515,4.1736,-3.4159
0,0,1,1,1
97,97,97,97,97
