0.53767,5.2002e-07,1.0768e-07,5.2002e-07,5.2002e-07
-0.61634,-5.0188,-5.3133,5.0188,-5.0188
0,1,1,1,1
97,97,97,97,97
0.32689,5.886e-06,2.5543e-06,3.8276e-05,3.8276e-05
0.98039,-4.5304,-4.7037,4.1176,-4.1176
0,1,1,1,1
97,97,97,97,97
0.019149,3.8276e-05,1.91e-05,3.8276e-05,5.886e-06
2.3426,-4.1176,-4.2752,4.1176,4.5304
1,1,1,1,1
97,97,97,97,97
0.45124,0.9753,2.5543e-06,3.8276e-05,3.8276e-05
-0.75335,0.03096,-4.7037,4.1176,4.1176
0,0,1,1,1
97,97,97,97,97
0.65722,0.0014284,2.5543e-06,3.8276e-05,0.10083
-0.44376,-3.1889,-4.7037,4.1176,1.6409
0,1,1,1,0
97,97,97,97,97
0.58441,3.8276e-05,2.5543e-06,2.4744e-07,0.41492
0.54696,4.1176,-4.7037,5.1596,-0.81527
0,1,1,1,0
97,97,97,97,97
0.86074,3.8276e-05,5.886e-06,0.00050553,0.55637
0.17544,-4.1176,-4.5304,-3.4778,0.58824
0,1,1,1,0
97,97,97,97,97
0.65722,3.8276e-05,2.1048e-09,1.91e-05,3.8276e-05
-0.44376,4.1176,-5.9895,4.2752,-4.1176
0,1,1,1,1
97,97,97,97,97
1,2.0319e-08,4.4471e-09,1,0.00041135
0,-5.6093,-5.8666,0,-3.5327
0,1,1,0,1
97,97,97,97,97
0.2726,3.5129e-05,1.7292e-05,0.0028082,3.0895e-05
1.0971,-4.1374,-4.2973,-2.988,-4.1668
0,1,1,1,1
97,97,97,97,97
0.6688,3.3155e-06,8.1359e-09,0.58877,0.69734
-0.4278,-4.6502,-5.7656,0.54062,-0.38891
0,1,1,0,0
97,97,97,97,97
0.86074,3.8276e-05,2.5543e-06,1.91e-05,0.022566
0.17544,-4.1176,-4.7037,4.2752,-2.2807
0,1,1,1,1
97,97,97,97,97
0.59867,0.0084989,2.5543e-06,1.91e-05,0.0037329
0.52632,2.6316,-4.7037,4.2752,-2.8999
0,1,1,1,1
97,97,97,97,97
0.11916,0.00011975,2.5543e-06,1.91e-05,0.002031
-1.5583,3.8466,-4.7037,4.2752,-3.0857
0,1,1,1,1
97,97,97,97,97
0.51559,0.26064,1.91e-05,3.763e-05,0.00021152
0.65015,-1.1249,-4.2752,4.1216,3.7048
0,0,1,1,1
97,97,97,97,97
0.0091281,2.811e-05,1.9617e-09,1.8412e-05,0.0005336
-2.6072,4.1883,-6.001,4.2833,-3.4633
1,1,1,1,1
97,97,97,97,97
0.78052,1.91e-05,1.91e-05,1.91e-05,0.0003162
0.27864,4.2752,4.2752,4.2752,-3.6016
0,1,1,1,1
97,97,97,97,97
0.99177,3.3058e-05,2.5543e-06,3.5654e-05,0.027939
0.01032,4.1513,-4.7037,4.134,-2.1981
0,1,1,1,1
97,97,97,97,97
0.0021766,1.91e-05,1.91e-05,1.91e-05,0.00015223
3.065,4.2752,4.2752,4.2752,3.7874
1,1,1,1,1
97,97,97,97,97
9.9994e-05,9.2487e-05,3.1898e-05,2.9978e-05,0.00063574
3.8906,3.9095,4.1595,4.1736,3.4159
1,1,1,1,1
97,97,97,97,97
3.8276e-05,0.8767,3.1865e-05,1.91e-05,0.0017664
4.1176,0.15515,4.1597,4.2752,3.1269
1,0,1,1,1
97,97,97,97,97
8.4282e-05,0.02928,2.9978e-05,1.91e-05,3.8276e-05
3.9319,2.1797,4.1736,4.2752,4.1176
1,1,1,1,1
97,97,97,97,97
0.00021152,0.0038842,2.123e-05,2.9978e-05,7.733e-05
3.7048,2.8874,4.2515,4.1736,3.9525
1,1,1,1,1
97,97,97,97,97
